,Country,EdLevel,YearsCodePro,Salary
30569,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,70759.0
30570,United States of America,Bachelor’s degree,12.0,140000.0
30571,Brazil,Bachelor’s degree,10.0,36923.0
30574,United States of America,Less than a Bachelors,33.0,180000.0
30575,Germany,Less than a Bachelors,7.0,53545.0
30576,United States of America,Bachelor’s degree,9.0,115000.0
30581,United States of America,Bachelor’s degree,14.0,175000.0
30584,Germany,Master’s degree,10.0,139216.0
30585,United States of America,Bachelor’s degree,5.0,115000.0
30587,United States of America,Bachelor’s degree,6.0,150000.0
30589,Brazil,Less than a Bachelors,5.0,42604.0
30593,United States of America,Bachelor’s degree,23.0,175000.0
30599,United States of America,Bachelor’s degree,24.0,115000.0
30600,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,74483.0
30601,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,17.0,93104.0
30602,Germany,Less than a Bachelors,30.0,85672.0
30604,United States of America,Bachelor’s degree,11.0,225000.0
30606,United States of America,Less than a Bachelors,10.0,285000.0
30617,United States of America,Master’s degree,39.0,115000.0
30624,United States of America,Bachelor’s degree,6.0,200000.0
30626,Poland,Master’s degree,9.0,97380.0
30627,United States of America,Bachelor’s degree,8.0,180000.0
30628,United States of America,Bachelor’s degree,3.0,100000.0
30629,United States of America,Master’s degree,9.0,300000.0
30630,United States of America,Less than a Bachelors,23.0,212000.0
30632,United States of America,Bachelor’s degree,8.0,200000.0
30633,Italy,Bachelor’s degree,25.0,42836.0
30634,Canada,Bachelor’s degree,7.0,96657.0
30635,United States of America,Master’s degree,4.0,250000.0
30636,United States of America,Less than a Bachelors,25.0,210000.0
30637,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,108000.0
30638,Netherlands,Bachelor’s degree,7.0,149925.0
30642,United States of America,Bachelor’s degree,7.0,142000.0
30645,United States of America,Bachelor’s degree,5.0,142000.0
30647,United States of America,Bachelor’s degree,6.0,240000.0
30648,Brazil,Bachelor’s degree,2.0,150000.0
30649,Poland,Master’s degree,11.0,64601.0
30650,United States of America,Bachelor’s degree,12.0,120000.0
30652,United States of America,Bachelor’s degree,30.0,280000.0
30654,United States of America,Bachelor’s degree,7.0,55000.0
30655,United States of America,Bachelor’s degree,15.0,150000.0
30657,United Kingdom of Great Britain and Northern Ireland,Master’s degree,14.0,136552.0
30658,United States of America,Bachelor’s degree,2.0,78000.0
30660,Poland,Bachelor’s degree,17.0,47852.0
30661,United States of America,Bachelor’s degree,17.0,120000.0
30662,United States of America,Less than a Bachelors,10.0,205000.0
30663,Norway,Master’s degree,6.0,77021.0
30665,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,96331.0
30667,United States of America,Post grad,15.0,150000.0
30668,Canada,Less than a Bachelors,1.0,114947.0
30670,United States of America,Bachelor’s degree,12.0,180000.0
30672,United States of America,Bachelor’s degree,5.0,132000.0
30673,France,Master’s degree,5.0,69608.0
30674,United States of America,Less than a Bachelors,13.0,80000.0
30675,Germany,Bachelor’s degree,5.0,214179.0
30677,United States of America,Less than a Bachelors,12.0,140000.0
30678,United States of America,Bachelor’s degree,17.0,140000.0
30683,United States of America,Master’s degree,15.0,200000.0
30684,United States of America,Bachelor’s degree,12.0,242000.0
30685,Germany,Bachelor’s degree,12.0,76034.0
30690,United States of America,Bachelor’s degree,8.0,110000.0
30691,United States of America,Less than a Bachelors,23.0,100000.0
30694,United States of America,Less than a Bachelors,25.0,130000.0
30695,United States of America,Bachelor’s degree,18.0,200000.0
30696,United States of America,Bachelor’s degree,23.0,155000.0
30697,United States of America,Less than a Bachelors,5.0,150000.0
30699,Canada,Less than a Bachelors,1.0,31228.0
30701,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,89379.0
30705,United States of America,Bachelor’s degree,6.0,36000.0
30706,Canada,Bachelor’s degree,5.0,48328.0
30708,Canada,Bachelor’s degree,6.0,100374.0
30709,Canada,Less than a Bachelors,3.0,48328.0
30710,United States of America,Master’s degree,7.0,165000.0
30712,Canada,Bachelor’s degree,36.0,111527.0
30713,Sweden,Less than a Bachelors,12.0,87534.0
30715,United States of America,Bachelor’s degree,16.0,150000.0
30721,Canada,Master’s degree,4.0,55764.0
30722,France,Master’s degree,6.0,54616.0
30723,France,Master’s degree,21.0,52474.0
30727,Norway,Less than a Bachelors,5.0,73396.0
30728,United States of America,Bachelor’s degree,6.0,130000.0
30731,United States of America,Bachelor’s degree,30.0,274700.0
30732,United States of America,Bachelor’s degree,10.0,95000.0
30733,United States of America,Less than a Bachelors,7.0,120000.0
30735,United States of America,Bachelor’s degree,15.0,145000.0
30736,France,Master’s degree,8.0,56757.0
30738,India,Bachelor’s degree,2.0,25445.0
30740,Spain,Master’s degree,16.0,107090.0
30741,Germany,Less than a Bachelors,43.0,98522.0
30743,France,Bachelor’s degree,12.0,220000.0
30745,Canada,Less than a Bachelors,4.0,87735.0
30749,France,Master’s degree,12.0,50332.0
30750,Germany,Master’s degree,33.0,91026.0
30752,Austria,Bachelor’s degree,10.0,68002.0
30753,Brazil,Bachelor’s degree,7.0,101438.0
30754,Norway,Post grad,18.0,135919.0
30757,United States of America,Bachelor’s degree,6.0,131000.0
30758,Israel,Bachelor’s degree,15.0,267279.0
30761,Germany,Less than a Bachelors,4.0,74963.0
30765,Israel,Master’s degree,10.0,155022.0
30767,Canada,Master’s degree,13.0,110784.0
30768,United States of America,Bachelor’s degree,7.0,230000.0
30770,United States of America,Bachelor’s degree,7.0,240000.0
30774,United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,47173.0
30775,Canada,Less than a Bachelors,7.0,78069.0
30777,Poland,Master’s degree,15.0,57423.0
30780,Canada,Master’s degree,9.0,89222.0
30781,United States of America,Bachelor’s degree,15.0,290000.0
30784,United States of America,Bachelor’s degree,7.0,155000.0
30785,Germany,Bachelor’s degree,2.0,74963.0
30787,United States of America,Bachelor’s degree,15.0,200000.0
30788,Austria,Master’s degree,5.0,64254.0
30789,Italy,Less than a Bachelors,17.0,64254.0
30793,Germany,Bachelor’s degree,5.0,83530.0
30794,France,Less than a Bachelors,23.0,107090.0
30797,Canada,Less than a Bachelors,6.0,50559.0
30798,Sweden,Less than a Bachelors,1.0,33171.0
30799,Germany,Post grad,14.0,128507.0
30803,Germany,Master’s degree,12.0,70679.0
30805,Canada,Less than a Bachelors,10.0,148703.0
30807,United States of America,Bachelor’s degree,16.0,150000.0
30809,Sweden,Master’s degree,32.0,67263.0
30810,United States of America,Less than a Bachelors,4.0,80000.0
30812,United States of America,Bachelor’s degree,14.0,138000.0
30815,United States of America,Master’s degree,7.0,190000.0
30816,United States of America,Master’s degree,28.0,144000.0
30817,United States of America,Master’s degree,12.0,220000.0
30818,United States of America,Bachelor’s degree,30.0,115000.0
30819,Italy,Less than a Bachelors,10.0,37481.0
30820,Germany,Master’s degree,13.0,74963.0
30823,Brazil,Bachelor’s degree,14.0,90686.0
30824,Germany,Bachelor’s degree,7.0,65325.0
30825,France,Master’s degree,7.0,107090.0
30827,United States of America,Bachelor’s degree,4.0,164000.0
30828,United States of America,Bachelor’s degree,1.0,74000.0
30832,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,70138.0
30833,United States of America,Bachelor’s degree,7.0,140000.0
30834,United States of America,Bachelor’s degree,8.0,154000.0
30837,United States of America,Bachelor’s degree,12.0,112000.0
30838,United States of America,Less than a Bachelors,12.0,120000.0
30841,United States of America,Less than a Bachelors,19.0,148000.0
30843,Austria,Master’s degree,10.0,79246.0
30845,United States of America,Less than a Bachelors,2.0,130000.0
30847,United States of America,Bachelor’s degree,33.0,150000.0
30851,United States of America,Bachelor’s degree,15.0,180000.0
30852,Canada,Bachelor’s degree,18.0,122680.0
30855,Spain,Bachelor’s degree,23.0,77104.0
30856,Canada,Bachelor’s degree,1.0,48328.0
30858,United States of America,Bachelor’s degree,14.0,210000.0
30860,Sweden,Master’s degree,15.0,165855.0
30861,United States of America,Bachelor’s degree,25.0,250000.0
30862,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,111724.0
30863,Germany,Master’s degree,15.0,139216.0
30866,United States of America,Master’s degree,39.0,105000.0
30869,United States of America,Bachelor’s degree,3.0,92000.0
30874,Portugal,Bachelor’s degree,6.0,69608.0
30876,United States of America,Less than a Bachelors,7.0,132000.0
30877,United States of America,Bachelor’s degree,7.0,130000.0
30878,Canada,Less than a Bachelors,9.0,111527.0
30880,Germany,Post grad,13.0,81388.0
30881,Spain,Bachelor’s degree,17.0,42836.0
30885,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,86897.0
30887,United States of America,Post grad,20.0,89379.0
30889,United States of America,Master’s degree,15.0,166000.0
30890,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,68152.0
30894,United States of America,Bachelor’s degree,4.0,101300.0
30895,Canada,Bachelor’s degree,5.0,126397.0
30896,United States of America,Bachelor’s degree,23.0,200000.0
30901,United States of America,Master’s degree,7.0,140000.0
30904,United States of America,Master’s degree,10.0,155000.0
30906,United States of America,Post grad,10.0,165000.0
30907,Sweden,Less than a Bachelors,8.0,69106.0
30908,United States of America,Bachelor’s degree,18.0,150000.0
30911,Austria,Master’s degree,6.0,38552.0
30912,Spain,Master’s degree,26.0,57828.0
30914,Germany,Master’s degree,3.0,55687.0
30919,United States of America,Less than a Bachelors,2.0,83500.0
30920,Canada,Master’s degree,4.0,141268.0
30921,United States of America,Bachelor’s degree,21.0,130000.0
30927,United States of America,Bachelor’s degree,6.0,180000.0
30928,Poland,Master’s degree,13.0,120000.0
30929,United States of America,Master’s degree,23.0,155000.0
30933,Canada,Less than a Bachelors,11.0,89222.0
30938,Germany,Master’s degree,5.0,51403.0
30939,United States of America,Less than a Bachelors,19.0,120000.0
30940,United States of America,Master’s degree,10.0,119300.0
30942,United States of America,Bachelor’s degree,7.0,90000.0
30943,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,24.0,74483.0
30944,United States of America,Bachelor’s degree,10.0,120000.0
30946,Canada,Master’s degree,6.0,148703.0
30948,United States of America,Bachelor’s degree,12.0,90000.0
30949,Canada,Less than a Bachelors,12.0,163573.0
30951,United States of America,Less than a Bachelors,20.0,75000.0
30962,France,Less than a Bachelors,8.0,74963.0
30963,Norway,Master’s degree,5.0,63429.0
30965,Norway,Bachelor’s degree,4.0,88801.0
30966,United Kingdom of Great Britain and Northern Ireland,Master’s degree,35.0,248276.0
30968,United States of America,Master’s degree,10.0,187000.0
30973,Netherlands,Less than a Bachelors,38.0,56757.0
30977,United States of America,Master’s degree,30.0,110000.0
30978,Canada,Bachelor’s degree,25.0,70634.0
30979,Canada,Less than a Bachelors,22.0,133833.0
30980,United States of America,Bachelor’s degree,3.0,127000.0
30982,United States of America,Bachelor’s degree,5.0,200000.0
30984,Switzerland,Less than a Bachelors,2.0,78254.0
30987,United States of America,Bachelor’s degree,14.0,74000.0
30989,Sweden,Bachelor’s degree,7.0,48651.0
30994,Israel,Less than a Bachelors,18.0,133640.0
30995,Germany,Master’s degree,9.0,74963.0
30996,United States of America,Bachelor’s degree,3.0,200000.0
30999,United States of America,Bachelor’s degree,5.0,140000.0
31001,Germany,Less than a Bachelors,16.0,107090.0
31003,Poland,Master’s degree,2.0,47852.0
31004,United States of America,Bachelor’s degree,5.0,102200.0
31005,United States of America,Bachelor’s degree,15.0,220000.0
31006,United States of America,Bachelor’s degree,5.0,105000.0
31012,United States of America,Bachelor’s degree,25.0,280000.0
31013,United States of America,Bachelor’s degree,12.0,205000.0
31014,United States of America,Master’s degree,5.0,210000.0
31016,Sweden,Less than a Bachelors,18.0,97670.0
31017,Switzerland,Bachelor’s degree,18.0,143281.0
31020,United States of America,Bachelor’s degree,20.0,300000.0
31024,United States of America,Bachelor’s degree,10.0,180000.0
31027,Austria,Master’s degree,1.0,96381.0
31028,United States of America,Less than a Bachelors,10.0,140000.0
31030,United States of America,Bachelor’s degree,19.0,254000.0
31031,United States of America,Master’s degree,31.0,160000.0
31038,France,Master’s degree,3.0,41765.0
31040,Poland,Bachelor’s degree,3.0,35889.0
31042,United States of America,Bachelor’s degree,10.0,300000.0
31044,Germany,Master’s degree,9.0,128507.0
31045,Sweden,Bachelor’s degree,2.0,49756.0
31047,United States of America,Bachelor’s degree,10.0,146000.0
31050,United States of America,Master’s degree,20.0,200000.0
31053,United States of America,Bachelor’s degree,12.0,110000.0
31056,Sweden,Master’s degree,12.0,46071.0
31059,Spain,Master’s degree,4.0,54616.0
31062,United States of America,Bachelor’s degree,21.0,150000.0
31063,United States of America,Post grad,17.0,200000.0
31064,Canada,Bachelor’s degree,16.0,275100.0
31065,United States of America,Less than a Bachelors,17.0,300000.0
31066,United States of America,Less than a Bachelors,14.0,200000.0
31073,Canada,Less than a Bachelors,18.0,66916.0
31074,India,Bachelor’s degree,10.0,121169.0
31076,United States of America,Master’s degree,8.0,110000.0
31077,United States of America,Bachelor’s degree,4.0,107000.0
